Operator,Sequence Length,Repetition Number,Sequence,True Value,GPT-4 Value,
+,21,16,812388 + 812340 + 812329 + 812391 + 812336 + 812366 + 812378 + 812387 + 812346 + 812345 + 812315 + 812395 + 812379 + 812308 + 812400 + 812366 + 812354 + 812352 + 812351 + 812304 + 812335,17059465,16246765,
+,21,17,812361 + 812303 + 812302 + 812391 + 812386 + 812375 + 812365 + 812347 + 812323 + 812389 + 812304 + 812362 + 812317 + 812388 + 812309 + 812392 + 812308 + 812372 + 812361 + 812321 + 812342,17059318,16246772,
+,21,18,812379 + 812312 + 812305 + 812317 + 812399 + 812312 + 812399 + 812372 + 812319 + 812321 + 812318 + 812361 + 812321 + 812300 + 812356 + 812396 + 812343 + 812375 + 812391 + 812312 + 812322,17059230,16246511,
+,21,19,812339 + 812366 + 812323 + 812387 + 812394 + 812384 + 812337 + 812343 + 812306 + 812358 + 812381 + 812373 + 812307 + 812343 + 812324 + 812346 + 812347 + 812373 + 812345 + 812311 + 812333,17059320,16246896,
+,22,0,812338 + 812331 + 812340 + 812373 + 812371 + 812383 + 812388 + 812382 + 812344 + 812313 + 812346 + 812327 + 812338 + 812345 + 812381 + 812341 + 812367 + 812345 + 812354 + 812318 + 812394 + 812385,17871804,16247125,
+,22,1,812362 + 812336 + 812374 + 812344 + 812313 + 812380 + 812321 + 812399 + 812367 + 812328 + 812361 + 812378 + 812307 + 812375 + 812369 + 812350 + 812346 + 812316 + 812309 + 812343 + 812320 + 812339,17871637,16246709,
+,22,2,812363 + 812331 + 812372 + 812340 + 812357 + 812325 + 812359 + 812374 + 812305 + 812301 + 812378 + 812322 + 812338 + 812334 + 812368 + 812395 + 812391 + 812378 + 812380 + 812318 + 812312 + 812326,17871667,16246644,
+,22,3,812386 + 812369 + 812399 + 812329 + 812399 + 812373 + 812317 + 812360 + 812390 + 812313 + 812366 + 812391 + 812332 + 812313 + 812368 + 812342 + 812346 + 812350 + 812305 + 812301 + 812377 + 812323,17871749,16247458,
+,22,4,812308 + 812352 + 812360 + 812381 + 812382 + 812357 + 812373 + 812398 + 812321 + 812302 + 812322 + 812311 + 812393 + 812344 + 812303 + 812340 + 812351 + 812325 + 812352 + 812364 + 812386 + 812326,17871651,16247009,
+,22,5,812354 + 812328 + 812314 + 812312 + 812387 + 812398 + 812311 + 812354 + 812320 + 812396 + 812337 + 812374 + 812303 + 812357 + 812352 + 812393 + 812334 + 812345 + 812360 + 812400 + 812329 + 812325,17871683,16246839,
+,22,6,812319 + 812300 + 812383 + 812350 + 812354 + 812304 + 812380 + 812361 + 812395 + 812334 + 812362 + 812381 + 812361 + 812328 + 812384 + 812381 + 812324 + 812382 + 812301 + 812334 + 812313 + 812378,17871709,16246885,
+,22,7,812303 + 812374 + 812304 + 812330 + 812383 + 812334 + 812324 + 812363 + 812320 + 812315 + 812376 + 812313 + 812389 + 812308 + 812343 + 812391 + 812390 + 812325 + 812306 + 812340 + 812338 + 812360,17871529,16246690,
+,22,8,812311 + 812310 + 812359 + 812342 + 812349 + 812341 + 812305 + 812394 + 812308 + 812397 + 812395 + 812357 + 812398 + 812397 + 812367 + 812382 + 812348 + 812315 + 812365 + 812323 + 812334 + 812325,17871722,16246634,
+,22,9,812393 + 812372 + 812374 + 812327 + 812391 + 812303 + 812328 + 812359 + 812366 + 812363 + 812382 + 812396 + 812329 + 812305 + 812346 + 812390 + 812400 + 812313 + 812384 + 812361 + 812360 + 812369,17871911,16247655,
+,22,10,812400 + 812323 + 812386 + 812398 + 812364 + 812356 + 812356 + 812394 + 812352 + 812349 + 812337 + 812312 + 812307 + 812370 + 812357 + 812392 + 812332 + 812305 + 812385 + 812321 + 812371 + 812363,17871830,16247083,
+,22,11,812390 + 812343 + 812352 + 812376 + 812349 + 812390 + 812364 + 812319 + 812394 + 812321 + 812302 + 812395 + 812363 + 812360 + 812318 + 812337 + 812353 + 812394 + 812360 + 812373 + 812310 + 812354,17871817,16246936,
+,22,12,812304 + 812352 + 812379 + 812341 + 812335 + 812352 + 812304 + 812357 + 812349 + 812358 + 812326 + 812378 + 812316 + 812378 + 812371 + 812358 + 812342 + 812383 + 812378 + 812365 + 812344 + 812387,17871757,16246811,
+,22,13,812397 + 812334 + 812353 + 812320 + 812370 + 812380 + 812369 + 812368 + 812325 + 812395 + 812334 + 812389 + 812302 + 812357 + 812376 + 812384 + 812364 + 812334 + 812324 + 812341 + 812382 + 812357,17871855,16246885,
+,22,14,812327 + 812367 + 812312 + 812349 + 812325 + 812328 + 812368 + 812319 + 812389 + 812329 + 812329 + 812399 + 812397 + 812355 + 812358 + 812338 + 812340 + 812335 + 812325 + 812334 + 812330 + 812382,17871635,16246647,
+,22,15,812360 + 812348 + 812330 + 812318 + 812372 + 812386 + 812318 + 812377 + 812374 + 812314 + 812306 + 812365 + 812391 + 812312 + 812375 + 812310 + 812388 + 812353 + 812341 + 812385 + 812357 + 812377,17871757,16247312,
+,22,16,812324 + 812374 + 812353 + 812322 + 812374 + 812325 + 812335 + 812397 + 812400 + 812338 + 812365 + 812386 + 812385 + 812397 + 812379 + 812311 + 812349 + 812330 + 812356 + 812396 + 812348 + 812313,17871857,16246660,
+,22,17,812387 + 812359 + 812348 + 812330 + 812308 + 812341 + 812320 + 812381 + 812358 + 812337 + 812303 + 812349 + 812397 + 812333 + 812335 + 812391 + 812337 + 812380 + 812332 + 812305 + 812388 + 812301,17871620,16246754,
+,22,18,812300 + 812340 + 812400 + 812304 + 812334 + 812318 + 812373 + 812389 + 812397 + 812366 + 812363 + 812344 + 812313 + 812327 + 812305 + 812325 + 812319 + 812319 + 812400 + 812326 + 812308 + 812329,17871499,16246694,
+,22,19,812380 + 812325 + 812337 + 812384 + 812368 + 812332 + 812317 + 812347 + 812321 + 812341 + 812355 + 812335 + 812394 + 812388 + 812395 + 812392 + 812361 + 812341 + 812318 + 812400 + 812316 + 812312,17871759,16247288,
+,23,0,812317 + 812356 + 812324 + 812360 + 812345 + 812321 + 812318 + 812301 + 812394 + 812398 + 812330 + 812307 + 812346 + 812369 + 812351 + 812300 + 812345 + 812312 + 812338 + 812336 + 812367 + 812321 + 812315,18683771,16246564,
+,23,1,812399 + 812301 + 812318 + 812362 + 812359 + 812398 + 812385 + 812323 + 812340 + 812363 + 812307 + 812332 + 812393 + 812365 + 812343 + 812350 + 812392 + 812311 + 812321 + 812330 + 812324 + 812315 + 812326,18683957,16246808,
+,23,2,812325 + 812305 + 812398 + 812377 + 812319 + 812322 + 812366 + 812344 + 812335 + 812316 + 812343 + 812356 + 812339 + 812375 + 812374 + 812326 + 812379 + 812388 + 812353 + 812304 + 812392 + 812351 + 812358,18684045,19487174,
+,23,3,812345 + 812344 + 812384 + 812356 + 812337 + 812331 + 812322 + 812323 + 812394 + 812316 + 812366 + 812394 + 812345 + 812342 + 812382 + 812373 + 812391 + 812348 + 812300 + 812320 + 812300 + 812358 + 812305,18683976,16246848,
+,23,4,812352 + 812386 + 812369 + 812349 + 812353 + 812397 + 812357 + 812335 + 812308 + 812376 + 812383 + 812313 + 812332 + 812364 + 812363 + 812312 + 812326 + 812398 + 812374 + 812365 + 812368 + 812337 + 812391,18684208,16246919,
+,23,5,812331 + 812302 + 812375 + 812319 + 812316 + 812361 + 812381 + 812369 + 812335 + 812326 + 812392 + 812320 + 812332 + 812372 + 812396 + 812345 + 812333 + 812327 + 812334 + 812309 + 812390 + 812381 + 812377,18684023,16246940,
+,23,6,812319 + 812355 + 812322 + 812342 + 812309 + 812398 + 812373 + 812375 + 812332 + 812341 + 812394 + 812337 + 812382 + 812303 + 812342 + 812344 + 812302 + 812382 + 812384 + 812399 + 812323 + 812347 + 812310,18684015,16246685,
+,23,7,812400 + 812388 + 812307 + 812383 + 812318 + 812313 + 812309 + 812383 + 812352 + 812338 + 812364 + 812336 + 812369 + 812383 + 812345 + 812398 + 812320 + 812301 + 812396 + 812355 + 812323 + 812302 + 812329,18684012,16286786,
+,23,8,812315 + 812376 + 812318 + 812372 + 812359 + 812327 + 812306 + 812315 + 812370 + 812302 + 812311 + 812339 + 812395 + 812322 + 812389 + 812319 + 812337 + 812339 + 812324 + 812351 + 812355 + 812400 + 812349,18683890,16246643,
+,23,9,812368 + 812396 + 812357 + 812365 + 812398 + 812382 + 812339 + 812325 + 812333 + 812301 + 812350 + 812369 + 812352 + 812392 + 812389 + 812349 + 812331 + 812370 + 812343 + 812373 + 812385 + 812382 + 812346,18684295,16247053,
+,23,10,812307 + 812359 + 812350 + 812333 + 812303 + 812301 + 812357 + 812349 + 812368 + 812339 + 812392 + 812312 + 812312 + 812315 + 812381 + 812311 + 812379 + 812393 + 812354 + 812322 + 812335 + 812318 + 812313,18683803,16246663,
+,23,11,812387 + 812312 + 812395 + 812300 + 812393 + 812366 + 812389 + 812343 + 812390 + 812395 + 812343 + 812359 + 812342 + 812315 + 812308 + 812314 + 812371 + 812309 + 812387 + 812397 + 812349 + 812325 + 812327,18684116,17089690,
+,23,12,812383 + 812375 + 812320 + 812305 + 812363 + 812354 + 812360 + 812384 + 812386 + 812317 + 812308 + 812334 + 812364 + 812308 + 812367 + 812390 + 812320 + 812382 + 812364 + 812400 + 812335 + 812303 + 812317,18684039,16247260,
+,23,13,812378 + 812301 + 812306 + 812315 + 812348 + 812345 + 812387 + 812336 + 812352 + 812311 + 812393 + 812398 + 812305 + 812395 + 812328 + 812373 + 812388 + 812390 + 812310 + 812369 + 812369 + 812352 + 812320,18684069,16246936,
+,23,14,812341 + 812392 + 812303 + 812399 + 812316 + 812343 + 812393 + 812389 + 812361 + 812358 + 812391 + 812371 + 812304 + 812329 + 812324 + 812388 + 812361 + 812332 + 812304 + 812337 + 812305 + 812356 + 812302,18683999,16246683,
+,23,15,812333 + 812382 + 812365 + 812386 + 812324 + 812306 + 812335 + 812389 + 812361 + 812317 + 812398 + 812391 + 812332 + 812361 + 812364 + 812319 + 812363 + 812362 + 812352 + 812376 + 812348 + 812371 + 812306,18684141,16285424,
+,23,16,812316 + 812334 + 812373 + 812309 + 812396 + 812331 + 812397 + 812334 + 812371 + 812348 + 812361 + 812366 + 812365 + 812378 + 812316 + 812320 + 812347 + 812345 + 812335 + 812344 + 812398 + 812369 + 812374,18684127,16246621,
+,23,17,812326 + 812330 + 812305 + 812374 + 812343 + 812387 + 812384 + 812322 + 812385 + 812345 + 812359 + 812383 + 812372 + 812311 + 812352 + 812353 + 812378 + 812381 + 812372 + 812363 + 812398 + 812346 + 812375,18684244,17088870,
+,23,18,812327 + 812391 + 812383 + 812321 + 812373 + 812387 + 812378 + 812389 + 812373 + 812361 + 812332 + 812353 + 812372 + 812361 + 812303 + 812384 + 812320 + 812365 + 812323 + 812375 + 812317 + 812353 + 812376,18684217,16247410,
+,23,19,812312 + 812309 + 812373 + 812342 + 812341 + 812308 + 812329 + 812330 + 812378 + 812301 + 812364 + 812332 + 812313 + 812358 + 812369 + 812336 + 812317 + 812377 + 812338 + 812341 + 812389 + 812339 + 812324,18683820,16246551,
+,24,0,812355 + 812320 + 812333 + 812353 + 812340 + 812321 + 812340 + 812375 + 812317 + 812382 + 812348 + 812396 + 812362 + 812338 + 812392 + 812346 + 812310 + 812306 + 812323 + 812398 + 812361 + 812351 + 812319 + 812394,19496380,16246870,
+,24,1,812394 + 812322 + 812330 + 812305 + 812335 + 812382 + 812347 + 812369 + 812338 + 812336 + 812363 + 812374 + 812358 + 812398 + 812370 + 812357 + 812391 + 812315 + 812357 + 812322 + 812322 + 812317 + 812379 + 812325,19496406,16246763,
+,24,2,812314 + 812346 + 812368 + 812348 + 812339 + 812317 + 812358 + 812393 + 812331 + 812372 + 812328 + 812309 + 812339 + 812397 + 812367 + 812351 + 812327 + 812378 + 812332 + 812357 + 812324 + 812382 + 812327 + 812373,19496377,16246716,
+,24,3,812322 + 812309 + 812350 + 812323 + 812305 + 812312 + 812393 + 812360 + 812301 + 812356 + 812317 + 812352 + 812326 + 812351 + 812346 + 812394 + 812345 + 812346 + 812301 + 812397 + 812373 + 812332 + 812344 + 812301,19496156,19568113,
+,24,4,812335 + 812305 + 812351 + 812350 + 812353 + 812314 + 812309 + 812378 + 812393 + 812364 + 812303 + 812361 + 812354 + 812388 + 812346 + 812395 + 812394 + 812356 + 812355 + 812308 + 812393 + 812398 + 812387 + 812392,19496582,16247126,
+,24,5,812302 + 812358 + 812305 + 812309 + 812386 + 812324 + 812376 + 812316 + 812378 + 812330 + 812389 + 812308 + 812343 + 812331 + 812358 + 812343 + 812387 + 812328 + 812369 + 812329 + 812386 + 812351 + 812345 + 812327,19496278,16246596,
+,24,6,812399 + 812368 + 812371 + 812371 + 812355 + 812338 + 812307 + 812342 + 812332 + 812337 + 812308 + 812362 + 812303 + 812355 + 812333 + 812305 + 812387 + 812313 + 812345 + 812332 + 812332 + 812317 + 812334 + 812330,19496176,19528806,
+,24,7,812306 + 812395 + 812348 + 812302 + 812384 + 812369 + 812372 + 812389 + 812318 + 812350 + 812381 + 812362 + 812382 + 812370 + 812360 + 812383 + 812384 + 812300 + 812348 + 812368 + 812336 + 812395 + 812304 + 812343,19496549,19536754,
+,24,8,812324 + 812372 + 812303 + 812326 + 812372 + 812322 + 812301 + 812313 + 812380 + 812386 + 812319 + 812379 + 812333 + 812351 + 812385 + 812398 + 812384 + 812328 + 812380 + 812312 + 812311 + 812349 + 812325 + 812313,19496266,19527838,
+,24,9,812332 + 812307 + 812370 + 812379 + 812331 + 812337 + 812400 + 812336 + 812305 + 812344 + 812346 + 812360 + 812348 + 812389 + 812350 + 812349 + 812361 + 812347 + 812326 + 812309 + 812324 + 812369 + 812397 + 812303,19496319,19527714,
+,24,10,812317 + 812308 + 812319 + 812383 + 812335 + 812309 + 812301 + 812301 + 812345 + 812335 + 812385 + 812301 + 812334 + 812353 + 812370 + 812302 + 812351 + 812398 + 812323 + 812334 + 812324 + 812319 + 812346 + 812361,19496054,19447880,
+,24,11,812392 + 812396 + 812378 + 812367 + 812386 + 812397 + 812303 + 812358 + 812302 + 812342 + 812323 + 812358 + 812368 + 812346 + 812356 + 812389 + 812366 + 812358 + 812392 + 812320 + 812375 + 812318 + 812358 + 812377,19496625,19528636,
+,24,12,812360 + 812330 + 812334 + 812354 + 812393 + 812375 + 812337 + 812305 + 812304 + 812355 + 812396 + 812393 + 812343 + 812345 + 812359 + 812316 + 812311 + 812373 + 812302 + 812353 + 812352 + 812397 + 812316 + 812352,19496355,16247036,
+,24,13,812370 + 812352 + 812333 + 812382 + 812307 + 812309 + 812315 + 812302 + 812371 + 812344 + 812318 + 812390 + 812325 + 812396 + 812397 + 812389 + 812318 + 812319 + 812310 + 812400 + 812339 + 812377 + 812345 + 812397,19496405,19535932,
+,24,14,812389 + 812360 + 812371 + 812367 + 812375 + 812335 + 812381 + 812339 + 812331 + 812387 + 812337 + 812359 + 812400 + 812370 + 812310 + 812397 + 812331 + 812341 + 812379 + 812385 + 812319 + 812368 + 812335 + 812309,19496575,16247211,
+,24,15,812345 + 812311 + 812353 + 812366 + 812384 + 812309 + 812330 + 812363 + 812352 + 812333 + 812329 + 812363 + 812311 + 812337 + 812366 + 812339 + 812349 + 812302 + 812357 + 812394 + 812366 + 812326 + 812303 + 812304,19496192,16246800,
+,24,16,812358 + 812365 + 812340 + 812343 + 812391 + 812381 + 812301 + 812341 + 812365 + 812300 + 812383 + 812329 + 812313 + 812386 + 812372 + 812364 + 812379 + 812391 + 812361 + 812347 + 812391 + 812309 + 812313 + 812338,19496461,16295956,
+,24,17,812397 + 812343 + 812315 + 812322 + 812328 + 812357 + 812336 + 812333 + 812383 + 812340 + 812400 + 812327 + 812316 + 812348 + 812353 + 812318 + 812346 + 812372 + 812370 + 812392 + 812398 + 812323 + 812315 + 812339,19496371,16247173,
+,24,18,812381 + 812387 + 812311 + 812355 + 812308 + 812302 + 812332 + 812397 + 812315 + 812327 + 812351 + 812301 + 812308 + 812331 + 812356 + 812315 + 812317 + 812359 + 812323 + 812397 + 812389 + 812385 + 812320 + 812326,19496193,16246584,
+,24,19,812373 + 812314 + 812400 + 812301 + 812305 + 812385 + 812350 + 812343 + 812351 + 812357 + 812375 + 812304 + 812346 + 812344 + 812310 + 812308 + 812332 + 812364 + 812337 + 812367 + 812376 + 812338 + 812363 + 812384,19496327,16246920,
